120.88.73.122 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726018340
120.88.73.121 | Informações geográficas não encontradas | 0.38 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
154.54.42.101 | Informações geográficas não encontradas | 202.626 | 3
154.54.42.101 | Informações geográficas não encontradas | 201.133 | 3
154.54.42.101 | Informações geográficas não encontradas | 203.701 | 3
154.54.44.85 | Informações geográficas não encontradas | 213.413 | 3
154.54.44.85 | Informações geográficas não encontradas | 214.14 | 3
154.54.44.85 | Informações geográficas não encontradas | 216.64 | 3
154.54.166.57 | Informações geográficas não encontradas | 220.032 | 3
154.54.166.57 | Informações geográficas não encontradas | 220.75 | 3
154.54.166.57 | Informações geográficas não encontradas | 224.208 | 3
154.54.87.22 | Informações geográficas não encontradas | 220.213 | 3
154.54.87.22 | Informações geográficas não encontradas | 220.769 | 3
154.54.87.22 | Informações geográficas não encontradas | 224.77 | 3
154.54.165.78 | Informações geográficas não encontradas | 235.046 | 3
154.54.165.78 | Informações geográficas não encontradas | 231.913 | 3
154.54.165.78 | Informações geográficas não encontradas | 230.922 | 3
154.54.165.134 | Informações geográficas não encontradas | 238.391 | 3
154.54.165.134 | Informações geográficas não encontradas | 346.924 | 3
154.54.165.134 | Informações geográficas não encontradas | 238.609 | 3
154.54.6.222 | Informações geográficas não encontradas | 311.369 | 3
154.54.6.222 | Informações geográficas não encontradas | 311.832 | 3
154.54.6.222 | Informações geográficas não encontradas | 312.721 | 3
154.54.26.130 | Informações geográficas não encontradas | 315.351 | 3
154.54.26.130 | Informações geográficas não encontradas | 313.213 | 3
154.54.26.130 | Informações geográficas não encontradas | 313.805 | 3
66.28.4.238 | Informações geográficas não encontradas | 316.169 | 3
66.28.4.238 | Informações geográficas não encontradas | 316.323 | 3
66.28.4.238 | Informações geográficas não encontradas | 314.927 | 3
154.54.47.142 | Informações geográficas não encontradas | 328.07 | 3
154.54.47.142 | Informações geográficas não encontradas | 329.503 | 3
154.54.47.142 | Informações geográficas não encontradas | 328.175 | 3
154.54.60.169 | Informações geográficas não encontradas | 313.98 | 3
154.54.60.169 | Informações geográficas não encontradas | 316.257 | 3
154.54.60.169 | Informações geográficas não encontradas | 317.449 | 3
154.54.60.122 | Informações geográficas não encontradas | 330.554 | 3
154.54.60.122 | Informações geográficas não encontradas | 327.387 | 3
154.54.60.122 | Informações geográficas não encontradas | 330.234 | 3
149.11.205.18 | Informações geográficas não encontradas | 316.499 | 3
149.11.205.18 | Informações geográficas não encontradas | 313.943 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
107.155.17.240 | Informações geográficas não encontradas | 396.415 | 3
107.155.17.240 | Informações geográficas não encontradas | 398.939 | 3
107.155.17.240 | Informações geográficas não encontradas | 400.12 | 3
107.155.17.105 | Informações geográficas não encontradas | 335.054 | 3
107.155.17.105 | Informações geográficas não encontradas | 391.342 | 3
107.155.17.105 | Informações geográficas não encontradas | 333.245 | 3
128.1.77.230 | Informações geográficas não encontradas | 317.685 | 3
128.1.77.230 | Informações geográficas não encontradas | 317.935 | 3
128.1.77.230 | Informações geográficas não encontradas | 317.373 | 3
192.168.2.214 | Informações geográficas não encontradas | 128.1.77.226 | Informações geográficas não encontradas | 1726075931
192.168.2.1 | Informações geográficas não encontradas | 0.352 | 3
192.168.2.1 | Informações geográficas não encontradas | 0.243 | 3
192.168.2.1 | Informações geográficas não encontradas | 0.271 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.572 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.556 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.506 | 3
105.77.96.1 | Informações geográficas não encontradas | 9.384 | 3
105.77.96.1 | Informações geográficas não encontradas | 9.211 | 3
105.77.96.1 | Informações geográficas não encontradas | 9.283 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.86 | 3
10.137.69.82 | Informações geográficas não encontradas | 10.494 | 3
10.137.69.82 | Informações geográficas não encontradas | 10.26 | 3
10.137.69.82 | Informações geográficas não encontradas | 8.153 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.725 | 3
10.137.69.82 | Informações geográficas não encontradas | 9.759 | 3
172.20.15.42 | Informações geográficas não encontradas | 24.387 | 3
172.20.15.42 | Informações geográficas não encontradas | 24.589 | 3
172.20.15.42 | Informações geográficas não encontradas | 24.704 | 3
172.20.10.217 | Informações geográficas não encontradas | 23.817 | 3
172.20.10.217 | Informações geográficas não encontradas | 25.184 | 3
172.20.10.217 | Informações geográficas não encontradas | 23.668 | 3
195.72.84.89 | Informações geográficas não encontradas | 50.097 | 3
195.72.84.89 | Informações geográficas não encontradas | 49.617 | 3
195.72.84.89 | Informações geográficas não encontradas | 48.55 | 3
141.136.108.230 | Informações geográficas não encontradas | 42.841 | 3
141.136.108.230 | Informações geográficas não encontradas | 43.545 | 3
141.136.108.230 | Informações geográficas não encontradas | 43.371 | 3
92.60.240.154 | Informações geográficas não encontradas | 39.996 | 3
92.60.240.154 | Informações geográficas não encontradas | 41.955 | 3
92.60.240.154 | Informações geográficas não encontradas | 41.403 | 3
107.155.17.244 | Informações geográficas não encontradas | 50.781 | 3
107.155.17.244 | Informações geográficas não encontradas | 45.599 | 3
107.155.17.244 | Informações geográficas não encontradas | 47.725 | 3
107.155.17.107 | Informações geográficas não encontradas | 48.235 | 3
107.155.17.107 | Informações geográficas não encontradas | 49.198 | 3
107.155.17.107 | Informações geográficas não encontradas | 43.215 | 3
128.1.77.226 | Informações geográficas não encontradas | 43.022 | 3
128.1.77.226 | Informações geográficas não encontradas | 42.747 | 3
128.1.77.226 | Informações geográficas não encontradas | 42.647 | 3
10.1.2.251 | Informações geográficas não encontradas | 156.225.111.21 | Informações geográficas não encontradas | 1726075946
10.1.2.1 | Informações geográficas não encontradas | 1.095 | 3
10.1.2.1 | Informações geográficas não encontradas | 0.399 | 3
10.1.2.1 | Informações geográficas não encontradas | 0.328 | 3
10.0.1.22 | Informações geográficas não encontradas | 0.851 | 3
10.0.1.22 | Informações geográficas não encontradas | 0.745 | 3
10.0.1.22 | Informações geográficas não encontradas | 1.101 | 3
45.65.233.1 | Informações geográficas não encontradas | 1.199 | 3
45.65.233.1 | Informações geográficas não encontradas | 0.817 | 3
45.65.233.1 | Informações geográficas não encontradas | 0.779 | 3
200.116.231.145 | Informações geográficas não encontradas | 4.682 | 3
200.116.231.145 | Informações geográficas não encontradas | 10.083 | 3
200.116.231.145 | Informações geográficas não encontradas | 4.77 | 3
138.0.42.135 | Informações geográficas não encontradas | 15.905 | 3
138.0.42.135 | Informações geográficas não encontradas | 16.042 | 3
138.0.42.135 | Informações geográficas não encontradas | 16.11 | 3
138.0.42.134 | Informações geográficas não encontradas | 16.71 | 3
138.0.42.134 | Informações geográficas não encontradas | 16.553 | 3
138.0.42.134 | Informações geográficas não encontradas | 16.577 | 3
200.16.69.60 | Informações geográficas não encontradas | 50.672 | 3
200.16.69.60 | Informações geográficas não encontradas | 50.844 | 3
200.16.69.60 | Informações geográficas não encontradas | 50.774 | 3
200.16.69.73 | Informações geográficas não encontradas | 69.123 | 3
200.16.69.73 | Informações geográficas não encontradas | 69.096 | 3
200.16.69.73 | Informações geográficas não encontradas | 68.86 | 3
206.126.236.24 | Informações geográficas não encontradas | 94.511 | 3
206.126.236.24 | Informações geográficas não encontradas | 92.119 | 3
206.126.236.24 | Informações geográficas não encontradas | 92.386 | 3
156.225.111.21 | Informações geográficas não encontradas | 90.713 | 3
156.225.111.21 | Informações geográficas não encontradas | 90.58 | 3
156.225.111.21 | Informações geográficas não encontradas | 90.634 | 3
192.168.20.139 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726076081
192.168.20.1 | Informações geográficas não encontradas | 1.339 | 3
192.168.20.1 | Informações geográficas não encontradas | 1.145 | 3
192.168.20.1 | Informações geográficas não encontradas | 1.147 | 3
220.233.1.3 | Informações geográficas não encontradas | 19.956 | 3
220.233.1.3 | Informações geográficas não encontradas | 20.129 | 3
220.233.1.3 | Informações geográficas não encontradas | 20.151 | 3
10.1.23.228 | Informações geográficas não encontradas | 20.235 | 3
10.1.23.228 | Informações geográficas não encontradas | 20.507 | 3
10.1.23.228 | Informações geográficas não encontradas | 20.264 | 3
116.255.21.108 | Informações geográficas não encontradas | 20.31 | 3
116.255.21.108 | Informações geográficas não encontradas | 20.457 | 3
116.255.21.108 | Informações geográficas não encontradas | 20.479 | 3
103.200.13.70 | Informações geográficas não encontradas | 21.241 | 3
103.200.13.70 | Informações geográficas não encontradas | 20.5 | 3
103.200.13.70 | Informações geográficas não encontradas | 20.564 | 3
45.127.173.34 | Informações geográficas não encontradas | 31.42 | 3
45.127.173.34 | Informações geográficas não encontradas | 24.976 | 3
45.127.173.34 | Informações geográficas não encontradas | 24.227 | 3
156.246.19.251 | Informações geográficas não encontradas | 21.017 | 3
156.246.19.251 | Informações geográficas não encontradas | 20.235 | 3
156.246.19.251 | Informações geográficas não encontradas | 20.228 | 3
100.99.2.178 | Informações geográficas não encontradas | 128.1.77.122 | Informações geográficas não encontradas | 1726068983
100.99.2.1 | Informações geográficas não encontradas | 0.312 | 3
100.99.2.1 | Informações geográficas não encontradas | 0.282 | 3
100.99.2.1 | Informações geográficas não encontradas | 0.263 | 3
103.2.187.254 | Informações geográficas não encontradas | 0.726 | 3
103.2.187.254 | Informações geográficas não encontradas | 0.368 | 3
103.2.187.254 | Informações geográficas não encontradas | 0.636 | 3
202.87.128.197 | Informações geográficas não encontradas | 1.228 | 3
202.87.128.197 | Informações geográficas não encontradas | 1.467 | 3
202.87.128.197 | Informações geográficas não encontradas | 1.248 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.308 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.258 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.572 | 3
125.63.12.157 | Informações geográficas não encontradas | 23.023 | 3
125.63.12.157 | Informações geográficas não encontradas | 22.982 | 3
125.63.12.157 | Informações geográficas não encontradas | 22.992 | 3
103.200.13.67 | Informações geográficas não encontradas | 182.21 | 3
103.200.13.67 | Informações geográficas não encontradas | 182.372 | 3
103.200.13.67 | Informações geográficas não encontradas | 182.238 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
62.115.168.116 | Informações geográficas não encontradas | 179.216 | 3
62.115.168.116 | Informações geográficas não encontradas | 179.087 | 3
62.115.168.116 | Informações geográficas não encontradas | 179.015 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
154.54.42.101 | Informações geográficas não encontradas | 200.257 | 3
154.54.42.101 | Informações geográficas não encontradas | 200.374 | 3
154.54.42.101 | Informações geográficas não encontradas | 200.151 | 3
154.54.44.85 | Informações geográficas não encontradas | 211.817 | 3
154.54.44.85 | Informações geográficas não encontradas | 211.723 | 3
154.54.44.85 | Informações geográficas não encontradas | 212.067 | 3
154.54.166.57 | Informações geográficas não encontradas | 219.265 | 3
154.54.166.57 | Informações geográficas não encontradas | 219.853 | 3
154.54.166.57 | Informações geográficas não encontradas | 219.776 | 3
154.54.87.22 | Informações geográficas não encontradas | 219.901 | 3
154.54.87.22 | Informações geográficas não encontradas | 219.394 | 3
154.54.87.22 | Informações geográficas não encontradas | 222.903 | 3
154.54.165.78 | Informações geográficas não encontradas | 229.642 | 3
154.54.165.78 | Informações geográficas não encontradas | 229.71 | 3
154.54.165.78 | Informações geográficas não encontradas | 229.651 | 3
154.54.165.134 | Informações geográficas não encontradas | 237.803 | 3
154.54.165.134 | Informações geográficas não encontradas | 237.447 | 3
154.54.165.134 | Informações geográficas não encontradas | 237.557 | 3
154.54.6.222 | Informações geográficas não encontradas | 312.703 | 3
154.54.6.222 | Informações geográficas não encontradas | 312.67 | 3
154.54.6.222 | Informações geográficas não encontradas | 312.668 | 3
154.54.26.130 | Informações geográficas não encontradas | 326.194 | 3
154.54.26.130 | Informações geográficas não encontradas | 326.326 | 3
154.54.26.130 | Informações geográficas não encontradas | 326.077 | 3
66.28.4.238 | Informações geográficas não encontradas | 321.573 | 3
66.28.4.238 | Informações geográficas não encontradas | 321.814 | 3
66.28.4.238 | Informações geográficas não encontradas | 321.466 | 3
154.54.47.142 | Informações geográficas não encontradas | 314.122 | 3
154.54.47.142 | Informações geográficas não encontradas | 314.492 | 3
154.54.47.142 | Informações geográficas não encontradas | 313.878 | 3
154.54.60.169 | Informações geográficas não encontradas | 312.549 | 3
154.54.60.169 | Informações geográficas não encontradas | 312.85 | 3
154.54.60.169 | Informações geográficas não encontradas | 312.89 | 3
154.54.60.122 | Informações geográficas não encontradas | 324.534 | 3
154.54.60.122 | Informações geográficas não encontradas | 324.701 | 3
154.54.60.122 | Informações geográficas não encontradas | 324.648 | 3
149.11.205.18 | Informações geográficas não encontradas | 325.89 | 3
149.11.205.18 | Informações geográficas não encontradas | 325.823 | 3
149.11.205.18 | Informações geográficas não encontradas | 325.845 | 3
107.155.17.240 | Informações geográficas não encontradas | 343.352 | 3
107.155.17.240 | Informações geográficas não encontradas | 318.016 | 3
107.155.17.240 | Informações geográficas não encontradas | 343.613 | 3
107.155.17.105 | Informações geográficas não encontradas | 351.638 | 3
107.155.17.105 | Informações geográficas não encontradas | 353.017 | 3
107.155.17.105 | Informações geográficas não encontradas | 334.678 | 3
128.1.77.122 | Informações geográficas não encontradas | 325.79 | 3
128.1.77.122 | Informações geográficas não encontradas | 325.732 | 3
128.1.77.122 | Informações geográficas não encontradas | 325.755 | 3
192.168.1.14 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726076093
192.168.1.1 | Informações geográficas não encontradas | 1.158 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.989 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.902 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.878 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.132 | 3
41.213.232.1 | Informações geográficas não encontradas | 2.518 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
196.60.10.119 | Informações geográficas não encontradas | 40.331 | 3
196.60.10.119 | Informações geográficas não encontradas | 40.754 | 3
196.60.10.119 | Informações geográficas não encontradas | 40.404 | 3
196.60.10.204 | Informações geográficas não encontradas | 51.693 | 3
196.60.10.204 | Informações geográficas não encontradas | 41.236 | 3
196.60.10.204 | Informações geográficas não encontradas | 41.52 | 3
154.92.25.2 | Informações geográficas não encontradas | 40.349 | 3
154.92.25.2 | Informações geográficas não encontradas | 39.105 | 3
154.92.25.2 | Informações geográficas não encontradas | 40.467 | 3
10.0.23.199 | Informações geográficas não encontradas | 154.92.25.2 | Informações geográficas não encontradas | 1726076082
10.0.23.1 | Informações geográficas não encontradas | 1.097 | 3
10.0.23.1 | Informações geográficas não encontradas | 0.981 | 3
10.0.23.1 | Informações geográficas não encontradas | 0.964 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
45.222.26.4 | Informações geográficas não encontradas | 3.763 | 3
45.222.26.4 | Informações geográficas não encontradas | 10.305 | 3
45.222.26.4 | Informações geográficas não encontradas | 3.941 | 3
45.222.26.98 | Informações geográficas não encontradas | 2.266 | 3
45.222.26.98 | Informações geográficas não encontradas | 2.238 | 3
45.222.26.98 | Informações geográficas não encontradas | 2.22 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.561 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.319 | 3
45.222.26.161 | Informações geográficas não encontradas | 2.332 | 3
169.255.0.44 | Informações geográficas não encontradas | 20.442 | 3
169.255.0.44 | Informações geográficas não encontradas | 20.153 | 3
169.255.0.44 | Informações geográficas não encontradas | 20.396 | 3
196.60.10.204 | Informações geográficas não encontradas | 25.854 | 3
196.60.10.204 | Informações geográficas não encontradas | 21.347 | 3
196.60.10.204 | Informações geográficas não encontradas | 23.215 | 3
154.92.25.2 | Informações geográficas não encontradas | 20.043 | 3
154.92.25.2 | Informações geográficas não encontradas | 20.014 | 3
154.92.25.2 | Informações geográficas não encontradas | 19.909 | 3
192.168.0.2 | Informações geográficas não encontradas | 156.225.111.20 | Informações geográficas não encontradas | 1726076090
192.168.0.1 | Informações geográficas não encontradas | 1.948 | 3
192.168.0.1 | Informações geográficas não encontradas | 1.815 | 3
192.168.0.1 | Informações geográficas não encontradas | 2.249 | 3
181.220.136.1 | Informações geográficas não encontradas | 12.635 | 3
181.220.136.1 | Informações geográficas não encontradas | 12.852 | 3
181.220.136.1 | Informações geográficas não encontradas | 11.706 | 3
189.7.186.233 | Informações geográficas não encontradas | 9.386 | 3
189.7.186.233 | Informações geográficas não encontradas | 12.801 | 3
189.7.186.233 | Informações geográficas não encontradas | 14.759 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
200.249.16.17 | Informações geográficas não encontradas | 14.03 | 3
200.249.16.17 | Informações geográficas não encontradas | 10.717 | 3
200.230.3.143 | Informações geográficas não encontradas | 152.839 | 3
200.230.3.143 | Informações geográficas não encontradas | 157.891 | 3
200.230.3.143 | Informações geográficas não encontradas | 158.552 | 3
200.230.251.218 | Informações geográficas não encontradas | 155.693 | 3
200.230.251.218 | Informações geográficas não encontradas | 158.101 | 3
200.230.251.218 | Informações geográficas não encontradas | 158.26 | 3
200.230.220.126 | Informações geográficas não encontradas | 160.955 | 3
200.230.220.126 | Informações geográficas não encontradas | 160.54 | 3
200.230.220.126 | Informações geográficas não encontradas | 159.576 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
200.244.216.220 | Informações geográficas não encontradas | 191.763 | 3
206.126.237.98 | Informações geográficas não encontradas | 164.039 | 3
206.126.237.98 | Informações geográficas não encontradas | 175.586 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.140.147.234 | Informações geográficas não encontradas | 155.821 | 3
103.140.147.234 | Informações geográficas não encontradas | 156.609 | 3
103.140.147.234 | Informações geográficas não encontradas | 154.768 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
103.140.147.253 | Informações geográficas não encontradas | 162.046 | 3
103.140.147.253 | Informações geográficas não encontradas | 164.598 | 3
98.98.230.245 | Informações geográficas não encontradas | 161.708 | 3
98.98.230.245 | Informações geográficas não encontradas | 156.796 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
156.225.111.20 | Informações geográficas não encontradas | 176.124 | 3
156.225.111.20 | Informações geográficas não encontradas | 175.548 | 3
156.225.111.20 | Informações geográficas não encontradas | 172.863 | 3
192.168.0.100 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726076090
156.246.19.251 | Informações geográficas não encontradas | 49.704 | 3
156.246.19.251 | Informações geográficas não encontradas | 50.764 | 3
156.246.19.251 | Informações geográficas não encontradas | 50.738 | 3
192.168.1.116 | Informações geográficas não encontradas | 156.246.19.251 | Informações geográficas não encontradas | 1726075941
192.168.1.1 | Informações geográficas não encontradas | 1.106 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.879 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.087 | 3
114.23.98.255 | Informações geográficas não encontradas | 8.296 | 3
114.23.98.255 | Informações geográficas não encontradas | 7.854 | 3
114.23.98.255 | Informações geográficas não encontradas | 7.867 | 3
114.23.15.226 | Informações geográficas não encontradas | 7.598 | 3
114.23.15.226 | Informações geográficas não encontradas | 7.582 | 3
114.23.15.226 | Informações geográficas não encontradas | 7.764 | 3
43.240.33.64 | Informações geográficas não encontradas | 24.302 | 3
43.240.33.64 | Informações geográficas não encontradas | 24.063 | 3
43.240.33.64 | Informações geográficas não encontradas | 24.187 | 3
43.240.33.125 | Informações geográficas não encontradas | 29.169 | 3
43.240.33.125 | Informações geográficas não encontradas | 32.849 | 3
43.240.33.125 | Informações geográficas não encontradas | 32.938 | 3
43.240.33.122 | Informações geográficas não encontradas | 24.362 | 3
43.240.33.122 | Informações geográficas não encontradas | 24.797 | 3
43.240.33.122 | Informações geográficas não encontradas | 23.737 | 3
43.240.33.48 | Informações geográficas não encontradas | 24.563 | 3
43.240.33.48 | Informações geográficas não encontradas | 24.14 | 3
43.240.33.48 | Informações geográficas não encontradas | 24.329 | 3
43.240.33.63 | Informações geográficas não encontradas | 24.11 | 3
43.240.33.63 | Informações geográficas não encontradas | 22.687 | 3
43.240.33.63 | Informações geográficas não encontradas | 30.45 | 3
114.23.29.6 | Informações geográficas não encontradas | 21.856 | 3
114.23.29.6 | Informações geográficas não encontradas | 21.606 | 3
114.23.29.6 | Informações geográficas não encontradas | 22.028 | 3
43.240.33.26 | Informações geográficas não encontradas | 23.808 | 3
43.240.33.26 | Informações geográficas não encontradas | 24.122 | 3
43.240.33.26 | Informações geográficas não encontradas | 24.575 | 3
43.240.33.23 | Informações geográficas não encontradas | 25.871 | 3
43.240.33.23 | Informações geográficas não encontradas | 23.951 | 3
43.240.33.23 | Informações geográficas não encontradas | 24.267 | 3
43.240.33.33 | Informações geográficas não encontradas | 23.592 | 3
43.240.33.33 | Informações geográficas não encontradas | 23.682 | 3
43.240.33.33 | Informações geográficas não encontradas | 24.367 | 3
43.240.33.43 | Informações geográficas não encontradas | 24.257 | 3
43.240.33.43 | Informações geográficas não encontradas | 24.261 | 3
43.240.33.43 | Informações geográficas não encontradas | 23.683 | 3
122.56.118.157 | Informações geográficas não encontradas | 23.805 | 3
122.56.118.157 | Informações geográficas não encontradas | 23.704 | 3
122.56.118.157 | Informações geográficas não encontradas | 24.803 | 3
122.56.127.17 | Informações geográficas não encontradas | 23.878 | 3
122.56.127.17 | Informações geográficas não encontradas | 24.37 | 3
122.56.127.17 | Informações geográficas não encontradas | 23.945 | 3
122.56.127.94 | Informações geográficas não encontradas | 46.949 | 3
122.56.127.94 | Informações geográficas não encontradas | 46.584 | 3
122.56.127.94 | Informações geográficas não encontradas | 47.409 | 3
45.127.173.34 | Informações geográficas não encontradas | 52.206 | 3
45.127.173.34 | Informações geográficas não encontradas | 51.852 | 3
45.127.173.34 | Informações geográficas não encontradas | 49.451 | 3
156.246.19.251 | Informações geográficas não encontradas | 46.818 | 3
156.246.19.251 | Informações geográficas não encontradas | 47.625 | 3
156.246.19.251 | Informações geográficas não encontradas | 46.596 | 3
192.168.1.3 | Informações geográficas não encontradas | 154.92.25.9 | Informações geográficas não encontradas | 1726076093
192.168.1.1 | Informações geográficas não encontradas | 0.846 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.068 | 3
192.168.1.1 | Informações geográficas não encontradas | 0.686 | 3
154.67.3.143 | Informações geográficas não encontradas | 12.612 | 3
154.67.3.143 | Informações geográficas não encontradas | 11.498 | 3
154.67.3.143 | Informações geográficas não encontradas | 3.197 | 3
154.67.2.76 | Informações geográficas não encontradas | 44.302 | 3
154.67.2.76 | Informações geográficas não encontradas | 44.171 | 3
154.67.2.76 | Informações geográficas não encontradas | 43.733 | 3
196.60.8.69 | Informações geográficas não encontradas | 39.593 | 3
196.60.8.69 | Informações geográficas não encontradas | 38.785 | 3
196.60.8.69 | Informações geográficas não encontradas | 38.77 | 3
196.60.10.204 | Informações geográficas não encontradas | 46.354 | 3
196.60.10.204 | Informações geográficas não encontradas | 45.719 | 3
196.60.10.204 | Informações geográficas não encontradas | 45.789 | 3
154.92.25.9 | Informações geográficas não encontradas | 45.329 | 3
154.92.25.9 | Informações geográficas não encontradas | 38.697 | 3
154.92.25.9 | Informações geográficas não encontradas | 39.332 | 3
192.168.1.10 | Informações geográficas não encontradas | 128.1.77.227 | Informações geográficas não encontradas | 1726076092
192.168.1.1 | Informações geográficas não encontradas | 1.018 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.103 | 3
192.168.1.1 | Informações geográficas não encontradas | 1.774 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.22 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.176 | 3
80.10.239.165 | Informações geográficas não encontradas | 2.544 | 3
193.253.83.90 | Informações geográficas não encontradas | 2.387 | 3
193.253.83.90 | Informações geográficas não encontradas | 2.59 | 3
193.253.83.90 | Informações geográficas não encontradas | 2.546 | 3
193.253.83.58 | Informações geográficas não encontradas | 4.242 | 3
193.253.83.58 | Informações geográficas não encontradas | 3.513 | 3
193.253.83.58 | Informações geográficas não encontradas | 5.156 | 3
81.253.131.118 | Informações geográficas não encontradas | 172.932 | 3
81.253.131.118 | Informações geográficas não encontradas | 172.366 | 3
81.253.131.118 | Informações geográficas não encontradas | 194.056 | 3
193.252.98.157 | Informações geográficas não encontradas | 172.896 | 3
193.252.98.157 | Informações geográficas não encontradas | 173.171 | 3
193.252.98.157 | Informações geográficas não encontradas | 173.42 | 3
193.252.137.74 | Informações geográficas não encontradas | 173.366 | 3
193.252.137.74 | Informações geográficas não encontradas | 173.236 | 3
193.252.137.74 | Informações geográficas não encontradas | 173.597 | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
Origem da probe não especificada | Informações geográficas não encontradas | Latência não especificada | 3
107.155.17.246 | Informações geográficas não encontradas | 177.393 | 3
107.155.17.246 | Informações geográficas não encontradas | 177.605 | 3
107.155.17.246 | Informações geográficas não encontradas | 177.086 | 3
107.155.17.107 | Informações geográficas não encontradas | 226.404 | 3
107.155.17.107 | Informações geográficas não encontradas | 176.427 | 3
107.155.17.107 | Informações geográficas não encontradas | 180.276 | 3
128.1.77.227 | Informações geográficas não encontradas | 173.629 | 3
128.1.77.227 | Informações geográficas não encontradas | 173.438 | 3
128.1.77.227 | Informações geográficas não encontradas | 173.467 | 3
192.168.200.142 | Informações geográficas não encontradas | 156.225.111.22 | Informações geográficas não encontradas | 1726076092
192.168.200.254 | Informações geográficas não encontradas | 0.934 | 3
192.168.200.254 | Informações geográficas não encontradas | 0.819 | 3
192.168.200.254 | Informações geográficas não encontradas | 0.44 | 3
179.51.239.1 | Informações geográficas não encontradas | 1.123 | 3
179.51.239.1 | Informações geográficas não encontradas | 1.142 | 3
179.51.239.1 | Informações geográficas não encontradas | 1.381 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.34 | 3
200.40.65.133 | Informações geográficas não encontradas | 6.172 | 3
200.40.65.133 | Informações geográficas não encontradas | 8.406 | 3
179.31.62.144 | Informações geográficas não encontradas | 138.339 | 3
179.31.62.144 | Informações geográficas não encontradas | 137.694 | 3
179.31.62.144 | Informações geográficas não encontradas | 143.141 | 3
179.31.62.50 | Informações geográficas não encontradas | 138.062 | 3
179.31.62.50 | Informações geográficas não encontradas | 137.866 | 3
179.31.62.50 | Informações geográficas não encontradas | 138.078 | 3
